18547.5573	0.7005	0.7639	0.661	0.5834	0.8184	0.6964	0.7005	0.7792
18089.629	0.7117	0.7099	0.7135	0.7193	0.704	0.7117	0.7117	0.7919
17826.8849	0.7144	0.706	0.7237	0.7383	0.6904	0.7142	0.7144	0.8004
17495.6593	0.7272	0.7415	0.7143	0.7007	0.754	0.727	0.7272	0.8094
17203.9017	0.7327	0.7621	0.7089	0.6794	0.7864	0.732	0.7327	0.8143
17083.3262	0.7366	0.7645	0.7138	0.6867	0.7869	0.736	0.7366	0.8192
17185.5473	0.7342	0.7308	0.7378	0.7447	0.7237	0.7342	0.7342	0.8209
17286.9616	0.7405	0.76	0.7234	0.7056	0.7756	0.7402	0.7405	0.8222
17122.4071	0.7388	0.7361	0.7417	0.7476	0.73	0.7388	0.7388	0.8262
17877.8311	0.7365	0.7336	0.7396	0.7458	0.7272	0.7365	0.7365	0.824
17924.2372	0.7449	0.7574	0.7333	0.7232	0.7667	0.7448	0.7449	0.8294
18815.1614	0.7326	0.7111	0.7596	0.7869	0.678	0.7318	0.7326	0.8284
19154.2563	0.7363	0.7179	0.7584	0.7815	0.6908	0.7357	0.7363	0.8306
20706.7489	0.726	0.6964	0.7669	0.8049	0.6466	0.7242	0.726	0.8262
21089.8587	0.732	0.7026	0.772	0.8077	0.6557	0.7303	0.732	0.8301
21541.0365	0.7296	0.7006	0.7693	0.8055	0.6533	0.728	0.7296	0.8284
24185.6763	0.7208	0.684	0.7772	0.8245	0.6164	0.7176	0.7208	0.8279
24083.8186	0.7271	0.6934	0.7758	0.8176	0.6359	0.7247	0.7271	0.8314
27449.8617	0.7127	0.6706	0.7839	0.8401	0.5843	0.7077	0.7127	0.8263
29036.6134	0.7058	0.6578	0.7981	0.8623	0.5483	0.6982	0.7058	0.83
28548.0372	0.7173	0.6759	0.7857	0.839	0.5947	0.7128	0.7173	0.8302
34855.3606	0.6913	0.6384	0.8131	0.8873	0.4938	0.6785	0.6913	0.83
36568.3456	0.6938	0.6412	0.8119	0.8847	0.5014	0.6818	0.6938	0.8322
37173.4047	0.704	0.6539	0.8053	0.8714	0.5354	0.6952	0.704	0.8298
38300.986	0.7073	0.6586	0.8013	0.865	0.5484	0.6995	0.7073	0.8292
