22652.0194	0.6704	0.8166	0.6161	0.4414	0.9005	0.6523	0.6704	0.7614
21298.6584	0.6992	0.6962	0.7024	0.7094	0.689	0.6992	0.6992	0.7793
21489.673	0.7013	0.8141	0.6477	0.5234	0.88	0.6917	0.7013	0.7902
21322.7827	0.7019	0.8066	0.6501	0.5329	0.8716	0.6933	0.7019	0.7887
21164.4001	0.7084	0.815	0.6553	0.541	0.8766	0.7001	0.7084	0.7939
21222.2367	0.7157	0.7842	0.6734	0.5969	0.8351	0.7117	0.7157	0.798
20576.5614	0.7196	0.7441	0.6994	0.6714	0.7681	0.719	0.7196	0.8029
20576.3823	0.7241	0.765	0.6938	0.6486	0.7999	0.7225	0.7241	0.8053
20554.9258	0.7227	0.7389	0.7085	0.6908	0.7548	0.7225	0.7227	0.8074
20832.4315	0.7256	0.7312	0.7202	0.7155	0.7358	0.7256	0.7256	0.8104
21460.654	0.7225	0.7381	0.7086	0.6915	0.7535	0.7222	0.7225	0.8073
21266.0063	0.726	0.7349	0.7178	0.7091	0.743	0.726	0.726	0.8112
21756.3693	0.7275	0.7305	0.7245	0.7229	0.7321	0.7275	0.7275	0.8135
23368.4579	0.7271	0.7386	0.7165	0.7048	0.7495	0.7269	0.7271	0.8122
24015.6566	0.7278	0.7306	0.725	0.7236	0.732	0.7278	0.7278	0.8135
24462.319	0.7277	0.7291	0.7263	0.7265	0.7289	0.7277	0.7277	0.8142
25414.5398	0.7227	0.7062	0.7423	0.7648	0.6804	0.7222	0.7227	0.8152
27440.5496	0.7268	0.7221	0.7318	0.7394	0.7142	0.7268	0.7268	0.8123
29712.6901	0.7224	0.7069	0.7405	0.7618	0.6828	0.7219	0.7224	0.8129
29626.5039	0.7249	0.7174	0.7331	0.7442	0.7055	0.7248	0.7249	0.8144
