22440.1873	0.6742	0.791	0.6239	0.4755	0.8738	0.661	0.6742	0.7597
21460.3247	0.6983	0.7423	0.6675	0.6095	0.7874	0.6959	0.6983	0.7754
21088.6924	0.7067	0.7497	0.6761	0.6226	0.7912	0.7047	0.7067	0.7852
21164.501	0.7131	0.761	0.6798	0.6232	0.8034	0.7109	0.7131	0.7912
20832.6959	0.7091	0.708	0.7102	0.7139	0.7043	0.7091	0.7091	0.7926
20549.5818	0.7207	0.7842	0.68	0.6105	0.8313	0.7173	0.7207	0.8015
20475.0312	0.7242	0.7415	0.7091	0.6903	0.7582	0.7239	0.7242	0.8056
20672.2462	0.723	0.7366	0.7108	0.6962	0.7499	0.7228	0.723	0.8057
20764.5973	0.727	0.7429	0.713	0.6962	0.7579	0.7268	0.727	0.8084
20887.8413	0.7262	0.7503	0.7062	0.6799	0.7728	0.7257	0.7262	0.8058
21811.3443	0.7155	0.7001	0.7337	0.7562	0.6746	0.715	0.7155	0.8076
22502.0066	0.7194	0.706	0.7347	0.7538	0.6847	0.719	0.7194	0.81
22609.3428	0.7221	0.7083	0.7381	0.7574	0.6866	0.7217	0.7221	0.8118
24811.2037	0.7104	0.6797	0.7543	0.7982	0.6221	0.708	0.7104	0.8109
25169.6446	0.7095	0.6787	0.7536	0.7979	0.6206	0.7071	0.7095	0.8122
27291.6281	0.698	0.6563	0.7711	0.8341	0.5613	0.6921	0.698	0.8091
29739.7591	0.6913	0.6455	0.7806	0.8516	0.5303	0.683	0.6913	0.813
28719.7605	0.7035	0.6632	0.7712	0.8297	0.5769	0.6986	0.7035	0.8116
37091.1962	0.6781	0.6293	0.7881	0.8701	0.4852	0.6655	0.6781	0.8101
36043.8597	0.687	0.6395	0.7851	0.8602	0.5129	0.6771	0.687	0.8107
