18686.7487	0.6986	0.7668	0.6593	0.5645	0.8308	0.6927	0.6986	0.7778
18111.8843	0.7124	0.7566	0.6822	0.6203	0.8033	0.7097	0.7124	0.7906
17576.3628	0.7251	0.7432	0.7099	0.6817	0.7679	0.7245	0.7251	0.803
17521.8548	0.7288	0.7819	0.6934	0.629	0.8271	0.7258	0.7288	0.8101
17348.6559	0.733	0.7709	0.7052	0.6575	0.8074	0.7312	0.733	0.8151
17692.3809	0.7317	0.7454	0.7197	0.6977	0.7651	0.7312	0.7317	0.8123
17263.8687	0.7351	0.7338	0.7365	0.732	0.7382	0.7351	0.7351	0.82
17327.4888	0.7393	0.7348	0.7437	0.7427	0.7358	0.7393	0.7393	0.826
17468.3786	0.7378	0.728	0.7482	0.7532	0.7227	0.7378	0.7378	0.8233
18188.7365	0.736	0.7229	0.7504	0.7593	0.7131	0.736	0.736	0.8281
17809.3819	0.734	0.7131	0.7586	0.7766	0.6921	0.7337	0.734	0.8307
20033.5809	0.725	0.6894	0.7752	0.8118	0.6394	0.7232	0.725	0.83
19086.1233	0.7388	0.717	0.7644	0.7825	0.6956	0.7384	0.7388	0.8311
19168.9739	0.7383	0.72	0.7591	0.7735	0.7035	0.738	0.7383	0.8322
21190.8183	0.7323	0.7012	0.7731	0.8026	0.6629	0.7311	0.7323	0.8308
22242.9858	0.7323	0.6977	0.7796	0.8128	0.6529	0.7308	0.7323	0.832
21618.1564	0.7436	0.7271	0.762	0.7738	0.7138	0.7434	0.7436	0.8347
24409.3363	0.7304	0.691	0.7878	0.8263	0.6359	0.7282	0.7304	0.8352
27086.3308	0.7243	0.6795	0.7957	0.8414	0.6088	0.7208	0.7243	0.8335
26708.6159	0.7209	0.6773	0.7898	0.8359	0.6075	0.7175	0.7209	0.8309
29176.6189	0.7217	0.6773	0.7928	0.8394	0.6058	0.7182	0.7217	0.8329
33688.8631	0.7146	0.6646	0.804	0.8583	0.5731	0.7091	0.7146	0.833
37806.8642	0.7047	0.6513	0.8104	0.8719	0.54	0.6969	0.7047	0.833
37251.5441	0.7147	0.6647	0.8039	0.8581	0.5734	0.7092	0.7147	0.8332
47087.3743	0.6991	0.6442	0.8147	0.8797	0.521	0.6896	0.6991	0.8305
47354.3957	0.694	0.6381	0.8178	0.8859	0.5048	0.6831	0.694	0.832
46972.5804	0.7023	0.648	0.8132	0.8762	0.531	0.6938	0.7023	0.8325
54787.9546	0.6951	0.6394	0.8172	0.8846	0.5083	0.6845	0.6951	0.8308
