22043.4568	0.6867	0.7735	0.6418	0.5276	0.8457	0.6785	0.6867	0.7678
21475.798	0.6986	0.7613	0.6602	0.5783	0.8188	0.6942	0.6986	0.7757
21114.5162	0.7074	0.7789	0.6652	0.579	0.8358	0.7025	0.7074	0.7854
20757.8781	0.7107	0.72	0.7022	0.6893	0.7321	0.7106	0.7107	0.7917
20738.3827	0.7154	0.72	0.711	0.7046	0.7263	0.7154	0.7154	0.7978
20353.9056	0.7244	0.7687	0.6927	0.6416	0.8071	0.7225	0.7244	0.8031
21121.9153	0.7167	0.7084	0.7256	0.7362	0.6972	0.7166	0.7167	0.8032
20279.2652	0.7272	0.745	0.7119	0.6906	0.7638	0.7268	0.7272	0.8079
21028.0896	0.7244	0.7313	0.7179	0.7092	0.7396	0.7243	0.7244	0.808
20603.4361	0.7281	0.7382	0.7187	0.7064	0.7497	0.7279	0.7281	0.8101
21362.9618	0.7301	0.7419	0.7193	0.7052	0.7549	0.7299	0.7301	0.8137
22580.1485	0.7168	0.692	0.7488	0.7808	0.6528	0.7156	0.7168	0.813
21774.1651	0.7228	0.7068	0.7415	0.7611	0.6845	0.7224	0.7228	0.8148
24665.0674	0.7068	0.6721	0.7591	0.8075	0.6063	0.7039	0.7068	0.8117
25033.6393	0.713	0.6804	0.7597	0.8027	0.6233	0.7107	0.713	0.8145
24623.6141	0.723	0.7057	0.7433	0.7645	0.6815	0.7225	0.723	0.8142
28976.5454	0.7066	0.6663	0.7725	0.8272	0.5861	0.7023	0.7066	0.8156
30225.2709	0.7083	0.6706	0.767	0.8181	0.5985	0.7047	0.7083	0.8154
30621.1817	0.6998	0.6573	0.7738	0.8347	0.565	0.6943	0.6998	0.8147
36229.8983	0.6898	0.6418	0.7865	0.8584	0.5213	0.6807	0.6898	0.8146
37628.4501	0.696	0.6517	0.7767	0.8415	0.5507	0.6895	0.696	0.8117
41535.2792	0.6868	0.6374	0.7916	0.8663	0.5075	0.6764	0.6868	0.8141
45020.4811	0.6835	0.6333	0.7942	0.8714	0.4958	0.672	0.6835	0.8142
