22511.3853	0.6791	0.7344	0.6445	0.5633	0.7954	0.6748	0.6791	0.7521
21685.4066	0.6956	0.7708	0.6527	0.5588	0.8331	0.6899	0.6956	0.7754
21096.8442	0.705	0.7089	0.7011	0.6977	0.7123	0.705	0.705	0.7846
20885.0585	0.712	0.7271	0.6987	0.6809	0.7432	0.7118	0.712	0.7909
20820.3083	0.7139	0.7784	0.6733	0.5998	0.8284	0.7102	0.7139	0.7948
20705.457	0.7173	0.7233	0.7116	0.7059	0.7287	0.7173	0.7173	0.8005
20853.7126	0.7204	0.7481	0.6981	0.6665	0.7746	0.7197	0.7204	0.8016
20563.3334	0.7251	0.7533	0.7024	0.6714	0.7791	0.7244	0.7251	0.8054
21780.7519	0.7086	0.681	0.7466	0.7873	0.6296	0.7067	0.7086	0.8054
20484.2062	0.7237	0.7298	0.7178	0.7122	0.7352	0.7236	0.7237	0.8102
21792.8347	0.7179	0.6934	0.7499	0.7835	0.6521	0.7166	0.7179	0.8137
22254.8396	0.715	0.6862	0.7548	0.7947	0.6349	0.7131	0.715	0.8143
22850.2693	0.716	0.6898	0.7511	0.7874	0.6443	0.7145	0.716	0.8135
24036.5032	0.7171	0.6955	0.7443	0.7744	0.6595	0.7161	0.7171	0.8128
25451.7499	0.7124	0.6823	0.7549	0.7973	0.627	0.7102	0.7124	0.8128
27924.8316	0.7062	0.6682	0.7671	0.8215	0.5903	0.7021	0.7062	0.8125
28896.8473	0.7086	0.6713	0.7675	0.82	0.5968	0.7048	0.7086	0.8143
28582.506	0.71	0.6726	0.7689	0.8209	0.5986	0.7062	0.71	0.8161
37278.0916	0.6852	0.6348	0.7978	0.8753	0.4943	0.6731	0.6852	0.8129
33647.9139	0.7096	0.6706	0.7725	0.8264	0.5923	0.7054	0.7096	0.8145
40528.7146	0.6883	0.64	0.7893	0.8639	0.5119	0.6782	0.6883	0.8129
38358.4333	0.6942	0.6485	0.7823	0.8513	0.5364	0.6863	0.6942	0.813
46064.2885	0.6827	0.6318	0.7999	0.8792	0.4853	0.6697	0.6827	0.8147
45216.8753	0.6923	0.6444	0.7896	0.8614	0.5225	0.683	0.6923	0.8151
48897.7291	0.69	0.6413	0.7919	0.8656	0.5137	0.68	0.69	0.812
56678.9994	0.68	0.629	0.8002	0.8812	0.4778	0.6662	0.68	0.8136
67146.3198	0.6678	0.6155	0.8098	0.8979	0.4366	0.6488	0.6678	0.8126
55287.4424	0.6912	0.642	0.7944	0.8676	0.514	0.681	0.6912	0.8144
59690.7027	0.6879	0.6381	0.7959	0.8714	0.5036	0.6768	0.6879	0.812
